# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.00%  panel-9-cpugrap  libX11.so.6.3.0              [.] _XSetClipRectangles
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059f67b
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c1598
     0.00%  VIEW_AGGREGATOR  dropbox                      [.] PyObject_GetItem
     0.00%  dbus-broker      [kernel.kallsyms]            [k] psi_task_change
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] 0x000000000001c573
     0.00%  tmux: server     [kernel.kallsyms]            [k] dequeue_task_fair
     0.00%  DOM Worker       libxul.so                    [.] 0x00000000043db7ea
     0.00%  xfwm4            [kernel.kallsyms]            [k] __sys_recvmsg
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x0000000000017630
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] g_main_context_check
     0.00%  xfwm4            libX11.so.6.3.0              [.] 0x000000000001eb44
     0.00%  panel-10-diskpe  libX11.so.6.3.0              [.] 0x00000000000201f3
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6      [.] g_rw_lock_writer_unlock
     0.00%  Xorg             [kernel.kallsyms]            [k] rb_insert_color
     0.00%  panel-7-systeml  libc-2.29.so                 [.] _IO_no_init
     0.00%  irqbalance       [kernel.kallsyms]            [k] do_syscall_64
     0.00%  xfwm4            [kernel.kallsyms]            [k] __fsnotify_parent
     0.00%  rtkit-daemon     [kernel.kallsyms]            [k] cpupri_set
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000026544
     0.00%  panel-10-diskpe  libc-2.29.so                 [.] __vfscanf_internal
     0.00%  xfwm4            libgobject-2.0.so.0.6000.6   [.] g_type_check_instance_is_a
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001bc3d1
     0.00%  Socket Thread    [kernel.kallsyms]            [k] load_balance
     0.00%  panel-10-diskpe  libgobject-2.0.so.0.6000.6   [.] g_type_check_instance_is_fundamentally_a
     0.00%  Xorg             nouveau_dri.so               [.] 0x000000000031cca3
     0.00%  xfwm4            xfwm4                        [.] 0x000000000001e598
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000225b50
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000eaf83
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002366e4
     0.00%  iperf3           [kernel.kallsyms]            [k] update_process_times
     0.00%  Xorg             [kernel.kallsyms]            [k] wait_for_unix_gc
     0.00%  iperf3           [kernel.kallsyms]            [k] ttwu_do_activate
     0.00%  xfwm4            libGL.so.1.7.0               [.] glDrawBuffer
     0.00%  swapper          [kernel.kallsyms]            [k] retint_kernel
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000200769
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000362943
     0.00%  Xorg             [kernel.kallsyms]            [k] avc_has_perm
     0.00%  iperf3           [kernel.kallsyms]            [k] rcu_core
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0     [.] pango_layout_line_unref
     0.00%  iperf3           [kernel.kallsyms]            [k] call_rcu
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000003f7d
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3cb6f9
     0.00%  Web Content      libxul.so                    [.] 0x000000000458e0d8
     0.00%  iperf3           [kernel.kallsyms]            [k] exit_to_usermode_loop
     0.00%  xfwm4            libGLX_mesa.so.0.0.0         [.] 0x0000000000047333
     0.00%  Timer            [kernel.kallsyms]            [k] __seccomp_filter
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x000000000005684c
     0.00%  iperf3           libiperf.so.0.0.0            [.] 0x00000000000096c4
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] _raw_read_lock_irqsave
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] rcu_segcblist_insert_done_cbs
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] nmi
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000176c7c
     0.00%  xfwm4            libglapi.so.0.0.0            [.] 0x000000000000cc2b
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_signal_emit_valist
     0.00%  Socket Thread    [kernel.kallsyms]            [k] ipt_do_table
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c51d4
     0.00%  Xorg             [kernel.kallsyms]            [k] i915_gem_obj_prepare_shmem_read
     0.00%  Xorg             libc-2.29.so                 [.] _itoa_word
     0.00%  sleep thread     dropbox                      [.] PyMember_SetOne
     0.00%  Web Content      [JIT] tid 2523               [.] 0x000032618d6a46eb
     0.00%  xdp_load_and_st  [kernel.kallsyms]            [k] rb_erase
     0.00%  xfwm4            libglapi.so.0.0.0            [.] 0x000000000000d78b
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6         [.] 0x0000000000092034
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000016f914
     0.00%  xfwm4            libX11.so.6.3.0              [.] XPending
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6      [.] g_private_get
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000057a083
     0.00%  Xorg             [kernel.kallsyms]            [k] iov_iter_init
     0.00%  Web Content      [kernel.kallsyms]            [k] __inode_security_revalidate
     0.00%  xfwm4            [kernel.kallsyms]            [k] reservation_object_get_fences_rcu
     0.00%  xfwm4            i965_dri.so                  [.] 0x0000000000357bc8
     0.00%  firefox          libxul.so                    [.] 0x000000000446bafd
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000005f11e5
     0.00%  Web Content      libxul.so                    [.] 0x0000000004e5ba80
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] rcu_irq_exit
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6         [.] 0x0000000000186017
     0.00%  swapper          [kernel.kallsyms]            [k] rb_insert_color
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000e88ba
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cb740
     0.00%  dbus-broker      dbus-broker                  [.] 0x000000000000b98a
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] cairo_surface_destroy
     0.00%  xfwm4            [kernel.kallsyms]            [k] ksize
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] truncate_inode_page
     0.00%  Xorg             [kernel.kallsyms]            [k] native_sched_clock
     0.00%  Web Content      libxul.so                    [.] 0x000000000111e5e4
     0.00%  Web Content      libxul.so                    [.] 0x0000000001a5e593
     0.00%  tmux: server     tmux                         [.] 0x0000000000045c2e
     0.00%  xfce4-terminal   libpthread-2.29.so           [.] __pthread_mutex_lock
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f87e
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000020462
     0.00%  iperf3           [kernel.kallsyms]            [k] __bitmap_subset
     0.00%  xfwm4            libX11.so.6.3.0              [.] 0x000000000001fb13
     0.00%  Web Content      [kernel.kallsyms]            [k] irq_work_tick
     0.00%  swapper          [kernel.kallsyms]            [k] psi_task_change
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000035cc18
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x000000000001cbab
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000023f2a3
     0.00%  gdbus            libglib-2.0.so.0.6000.6      [.] 0x0000000000095a59
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000205360
     0.00%  panel-9-cpugrap  libc-2.29.so                 [.] cfree@GLIBC_2.2.5
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] __slab_free
     0.00%  swapper          [kernel.kallsyms]            [k] native_apic_mem_write
     0.00%  xfwm4            libX11.so.6.3.0              [.] _XReply
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] rtl_counters_cond_check
     0.00%  gdbus            libgio-2.0.so.0.6000.6       [.] 0x000000000010b55c
     0.00%  Xorg             [kernel.kallsyms]            [k] gen7_render_ring_flush
     0.00%  xscreensaver     [kernel.kallsyms]            [k] number
     0.00%  panel-7-systeml  libX11.so.6.3.0              [.] _XEventsQueued
     0.00%  Socket Thread    [kernel.kallsyms]            [k] kfree_skbmem
     0.00%  Chrome_~dThread  libxul.so                    [.] 0x0000000000dfcfb0
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_main_context_check
     0.00%  sleep thread     dropbox                      [.] _PyEval_EvalFrameDefault
     0.00%  xfwm4            libX11.so.6.3.0              [.] _XError
     0.00%  panel-10-diskpe  libgobject-2.0.so.0.6000.6   [.] 0x000000000000d7d3
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000204fd9
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] __free_one_page
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] __mod_node_page_state
     0.00%  irqbalance       [kernel.kallsyms]            [k] selinux_file_alloc_security
     0.00%  xdp_load_and_st  [kernel.kallsyms]            [k] do_sys_open
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] do_syscall_64
     0.00%  P2P_DISCOVER     dropbox                      [.] _PyType_Lookup
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000026af9
     0.00%  xfce4-terminal   libc-2.29.so                 [.] __memmove_sse2_unaligned_erms
     0.00%  swapper          [kernel.kallsyms]            [k] bcm_parse_tlvs
     0.00%  Web Content      libxul.so                    [.] 0x0000000000978e79
     0.00%  swapper          [kernel.kallsyms]            [k] tick_nohz_stop_tick
     0.00%  panel-12-netloa  libc-2.29.so                 [.] _nl_find_msg
     0.00%  iperf3           [kernel.kallsyms]            [k] __check_heap_object
     0.00%  Xorg             [kernel.kallsyms]            [k] fput
     0.00%  Web Content      libxul.so                    [.] 0x0000000000e180bd
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3cced2
     0.00%  Web Content      libxul.so                    [.] 0x0000000004414a43
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000036294d
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x00000000000a09bf
     0.00%  panel-12-netloa  libgdk-3.so.0.2404.6         [.] 0x000000000003c7da
     0.00%  swapper          [kernel.kallsyms]            [k] ironlake_irq_handler
     0.00%  xfwm4            [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e7e0d
     0.00%  xfwm4            [kernel.kallsyms]            [k] _copy_from_user
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x000000000000673f
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] __x86_indirect_thunk_rax
     0.00%  swapper          [kernel.kallsyms]            [k] timerqueue_del
     0.00%  xfwm4            xfwm4                        [.] 0x0000000000023f97
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000236824
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] delete_from_page_cache
     0.00%  gdbus            libglib-2.0.so.0.6000.6      [.] g_atomic_ref_count_compare
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] g_mutex_lock
     0.00%  kworker/u16:1-e  [kernel.kallsyms]            [k] mutex_unlock
     0.00%  Xorg             Xorg                         [.] 0x0000000000129388
     0.00%  swapper          [kernel.kallsyms]            [k] dst_destroy_rcu
     0.00%  Timer            [kernel.kallsyms]            [k] cpuacct_charge
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] 0x000000000001c4d4
     0.00%  Xorg             libpthread-2.29.so           [.] __errno_location
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6      [.] g_variant_new_from_bytes
     0.00%  swapper          [kernel.kallsyms]            [k] refresh_cpu_vm_stats
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000eb899
     0.00%  sleep            [kernel.kallsyms]            [k] unmap_single_vma
     0.00%  rcu_sched        [kernel.kallsyms]            [k] try_to_del_timer_sync
     0.00%  xfce4-terminal   libX11.so.6.3.0              [.] 0x000000000001f833
     0.00%  Xorg             Xorg                         [.] 0x000000000013b13c
     0.00%  kworker/u16:1-e  [kernel.kallsyms]            [k] set_work_pool_and_clear_pending
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059f0ba
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6      [.] 0x000000000008e7e7
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000020955
     0.00%  panel-10-diskpe  libc-2.29.so                 [.] __vfprintf_internal
     0.00%  Socket Thread    libxul.so                    [.] 0x0000000000a34f0f
     0.00%  tmux: server     [kernel.kallsyms]            [k] timespec64_add_safe
     0.00%  xfwm4            i965_dri.so                  [.] 0x0000000000357eb0
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cc3f3
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] __list_del_entry_valid
     0.00%  Xorg             libpthread-2.29.so           [.] __libc_read
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] g_pointer_bit_lock
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000031ee4
     0.00%  swapper          [kernel.kallsyms]            [k] __free_pages_ok
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001fb530
     0.00%  migration/3      [kernel.kallsyms]            [k] find_busiest_group
     0.00%  JS Watchdog      libc-2.29.so                 [.] __memcmp_sse4_1
     0.00%  kworker/2:3-eve  [kernel.kallsyms]            [k] find_busiest_group
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] seq_open_net
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] memcpy_erms
     0.00%  swapper          [kernel.kallsyms]            [k] need_update
     0.00%  rcu_sched        [kernel.kallsyms]            [k] load_balance
     0.00%  panel-7-systeml  libglib-2.0.so.0.6000.6      [.] g_timeout_add_full
     0.00%  Gecko_IOThread   libxul.so                    [.] 0x00000000008faf70
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] sock_poll
     0.00%  Web Content      libxul.so                    [.] 0x00000000008e69e4
     0.00%  tmux: server     [kernel.kallsyms]            [k] pty_write_room
     0.00%  Web Content      libxul.so                    [.] 0x000000000458ddd4
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000004aae93
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] __mod_zone_page_state
     0.00%  Web Content      libxul.so                    [.] 0x00000000043d4f2d
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000204da0
     0.00%  xfwm4            libc-2.29.so                 [.] __clock_gettime
     0.00%  Xorg             [kernel.kallsyms]            [k] dequeue_entity
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] 0x0000000000042b33
     0.00%  Web Content      [kernel.kallsyms]            [k] copy_page_from_iter
     0.00%  Xorg             i965_dri.so                  [.] _glapi_set_dispatch@plt
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x00000000000924c4
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] xas_load
     0.00%  xfwm4            libpthread-2.29.so           [.] __errno_location
     0.00%  firefox          libc-2.29.so                 [.] __memcmp_sse4_1
     0.00%  swapper          [kernel.kallsyms]            [k] select_task_rq_fair
     0.00%  panel-10-diskpe  libxcb.so.1.1.0              [.] 0x000000000000f68d
     0.00%  perf             [kernel.kallsyms]            [k] ext4_nonda_switch
     0.00%  kworker/3:2-eve  [kernel.kallsyms]            [k] worker_thread
     0.00%  Web Content      libxul.so                    [.] 0x0000000003f34491
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_recvdata_sendup
     0.00%  gdbus            libglib-2.0.so.0.6000.6      [.] 0x000000000003c7fd
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x00000000003a4dd3
     0.00%  WebExtensions    libxcb.so.1.1.0              [.] 0x0000000000010002
     0.00%  Xorg             [kernel.kallsyms]            [k] read_tsc
     0.00%  gdbus            libc-2.29.so                 [.] malloc
     0.00%  Socket Thread    [kernel.kallsyms]            [k] release_sock
     0.00%  tmux: server     libc-2.29.so                 [.] _IO_str_init_static_internal
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] pick_next_task_idle
     0.00%  gdbus            libgio-2.0.so.0.6000.6       [.] 0x000000000003a924
     0.00%  xfwm4            libxcb.so.1.1.0              [.] 0x000000000000cb54
     0.00%  xfwm4            xfwm4                        [.] 0x000000000001b8c8
     0.00%  panel-7-systeml  libpthread-2.29.so           [.] _pthread_cleanup_push_defer
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000024c5e
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000009dd7f
     0.00%  xfwm4            [kernel.kallsyms]            [k] do_sys_poll
     0.00%  swapper          [kernel.kallsyms]            [k] __next_timer_interrupt
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002385d4
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000000ace6a
     0.00%  Timer            [kernel.kallsyms]            [k] rcu_qs
     0.00%  Xorg             modesetting_drv.so           [.] 0x00000000000146a1
     0.00%  xfce4-terminal   libc-2.29.so                 [.] __GI___strlen_sse2
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_ucode_wake_override_set
     0.00%  Timer            [kernel.kallsyms]            [k] select_idle_sibling
     0.00%  jbd2/sda4-8      [kernel.kallsyms]            [k] dma_direct_map_sg
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_signal_emit
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32  [.] 0x000000000003ea73
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0        [.] 0x00000000000277b9
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000031ece
     0.00%  tmux: server     libevent-2.1.so.6.0.2        [.] evbuffer_add
     0.00%  Xorg             Xorg                         [.] 0x000000000003fb83
     0.00%  irqbalance       libc-2.29.so                 [.] __GI_____strtoull_l_internal
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000239307
     0.00%  kworker/u16:1-e  [kernel.kallsyms]            [k] pick_next_task_fair
     0.00%  dbus-broker      [kernel.kallsyms]            [k] update_cfs_group
     0.00%  Xorg             [kernel.kallsyms]            [k] drm_read
     0.00%  rcu_sched        [kernel.kallsyms]            [k] account_entity_dequeue
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] number
     0.00%  xfce4-terminal   xfce4-terminal               [.] 0x00000000000225f4
     0.00%  panel-7-systeml  libglib-2.0.so.0.6000.6      [.] g_atomic_ref_count_compare
     0.00%  rngd             [kernel.kallsyms]            [k] __cgroup_account_cputime
     0.00%  swapper          [kernel.kallsyms]            [k] irqtime_account_process_tick.isra.0
     0.00%  firefox          [kernel.kallsyms]            [k] rw_copy_check_uvector
     0.00%  Timer            [kernel.kallsyms]            [k] load_balance
     0.00%  Xorg             [kernel.kallsyms]            [k] __kmalloc_node_track_caller
     0.00%  Timer            firefox                      [.] mozilla::detail::ConditionVariableImpl::wait_for
     0.00%  P2P_DISCOVER     dropbox                      [.] PyType_IsSubtype
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6      [.] g_hash_table_lookup
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] iov_iter_init
     0.00%  Web Content      libxul.so                    [.] 0x00000000044aae17
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6         [.] 0x0000000000090ad4
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f0f13
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000214860
     0.00%  swapper          [kernel.kallsyms]            [k] find_next_bit
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000ee970
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] 0x000000000003d985
     0.00%  kworker/2:1H-ev  [kernel.kallsyms]            [k] ata_qc_new_init
     0.00%  Timer            [kernel.kallsyms]            [k] update_load_avg
     0.00%  tmux: server     libc-2.29.so                 [.] unlink_chunk.isra.0
     0.00%  Xorg             Xorg                         [.] present_event_notify
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32  [.] 0x00000000000471e4
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]            [k] __msecs_to_jiffies
     0.00%  Web Content      libxul.so                    [.] 0x0000000003fdaeda
     0.00%  jbd2/sda4-8      [kernel.kallsyms]            [k] jbd2_journal_write_metadata_buffer
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] inode_doinit_with_dentry
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_param_spec_pool_lookup
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] selinux_socket_post_create
     0.00%  Xorg             Xorg                         [.] 0x00000000001bbe60
     0.00%  swapper          [kernel.kallsyms]            [k] scheduler_ipi
     0.00%  perf             [kernel.kallsyms]            [k] perf_event_ctx_lock_nested.isra.0
     0.00%  Xorg             [kernel.kallsyms]            [k] __wake_up_common
     0.00%  Xorg             [kernel.kallsyms]            [k] ww_mutex_lock
     0.00%  tmux: server     [kernel.kallsyms]            [k] cpuacct_account_field
     0.00%  rcu_sched        [kernel.kallsyms]            [k] pick_next_task_fair
     0.00%  Chrome_~dThread  [kernel.kallsyms]            [k] security_file_permission
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c31bb
     0.00%  xfce4-terminal   libc-2.29.so                 [.] getenv
     0.00%  swapper          [kernel.kallsyms]            [k] nf_ct_get_tuple
     0.00%  Web Content      libxul.so                    [.] 0x00000000042c99f3
     0.00%  Xorg             Xorg                         [.] 0x0000000000135cc3
     0.00%  Timer            [kernel.kallsyms]            [k] __update_idle_core
     0.00%  Xorg             Xorg                         [.] 0x0000000000057dac
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001cb876
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] avc_has_perm_noaudit
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] 0x0000000000017883
     0.00%  kworker/u16:1-e  [kernel.kallsyms]            [k] generic_make_request_checks
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] _raw_read_lock
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] kobject_get
     0.00%  Timer            [kernel.kallsyms]            [k] get_futex_key
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000005c64
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6         [.] 0x000000000004c719
     0.00%  swapper          [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.00%  swapper          [kernel.kallsyms]            [k] try_to_wake_up
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] __x64_sys_newfstat
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] wake_up_process
     0.00%  Xorg             [kernel.kallsyms]            [k] entry_SYSCALL_64_after_hwframe
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6       [.] g_dbus_message_set_interface
     0.00%  sleep            libc-2.29.so                 [.] __unregister_atfork
     0.00%  dbus-broker      libc-2.29.so                 [.] __strdup
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] find_next_and_bit
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001cb073
     0.00%  Timer            [kernel.kallsyms]            [k] __cgroup_account_cputime
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6       [.] g_dbus_message_set_member
     0.00%  swapper          [kernel.kallsyms]            [k] tick_nohz_restart_sched_tick
     0.00%  WebExtensions    libpthread-2.29.so           [.] __pthread_getspecific
     0.00%  Xorg             [kernel.kallsyms]            [k] __check_object_size
     0.00%  swapper          [kernel.kallsyms]            [k] handle_irq_event
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __update_idle_core
     0.00%  Timer            [kernel.kallsyms]            [k] do_futex
     0.00%  xfce4-terminal   libX11.so.6.3.0              [.] 0x0000000000049ce3
     0.00%  tmux: server     [kernel.kallsyms]            [k] n_tty_poll
     0.00%  swapper          [kernel.kallsyms]            [k] skb_release_head_state
     0.00%  gmain            [kernel.kallsyms]            [k] __sched_text_start
     0.00%  swapper          [kernel.kallsyms]            [k] gen6_read32
     0.00%  Xorg             libglamoregl.so              [.] glamor_validate_gc
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_curr
     0.00%  Xorg             [kernel.kallsyms]            [k] __check_heap_object
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x00000000000196f4
     0.00%  swapper          [kernel.kallsyms]            [k] calc_global_load
     0.00%  panel-12-netloa  libc-2.29.so                 [.] __GI___libc_open
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_channel_locale_flags_in_band
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] finish_task_switch
     0.00%  kworker/3:1H-ev  [kernel.kallsyms]            [k] process_one_work
     0.00%  rcu_sched        [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.00%  swapper          [kernel.kallsyms]            [k] activate_task
     0.00%  Enpass           [kernel.kallsyms]            [k] pick_next_task_fair
     0.00%  xfce4-terminal   libm-2.29.so                 [.] __round
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] memcg_kmem_get_cache
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] gen6_read32
     0.00%  swapper          [kernel.kallsyms]            [k] calc_load_nohz_start
     0.00%  xfwm4            libdbus-1.so.3.19.11         [.] 0x000000000002fce3
     0.00%  panel-13-pulsea  [kernel.kallsyms]            [k] entry_SYSCALL_64
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] copy_msghdr_from_user
     0.00%  gdbus            [kernel.kallsyms]            [k] do_syscall_64
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x000000000001c2a8
     0.00%  rcu_sched        [kernel.kallsyms]            [k] schedule
     0.00%  Timer            [kernel.kallsyms]            [k] copy_user_enhanced_fast_string
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000005d7033
     0.00%  gdbus            libc-2.29.so                 [.] _int_free
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  Timer            libxul.so                    [.] __tls_get_addr@plt
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] psi_task_change
     0.00%  Web Content      [kernel.kallsyms]            [k] __fget
     0.00%  swapper          [kernel.kallsyms]            [k] resched_curr
     0.00%  gdbus            [kernel.kallsyms]            [k] set_task_cpu
     0.00%  irqbalance       [kernel.kallsyms]            [k] memmove
     0.00%  xfce4-terminal   libc-2.29.so                 [.] _int_malloc
     0.00%  Xorg             [kernel.kallsyms]            [k] sock_alloc_send_pskb
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] cpuacct_charge
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6         [.] 0x000000000002f6d4
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] irqtime_account_irq
     0.00%  tmux: server     libc-2.29.so                 [.] _IO_no_init
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] osl_readl
     0.00%  xfce4-terminal   libpthread-2.29.so           [.] __pthread_mutex_unlock_usercnt
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] strscpy
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] total_swapcache_pages
     0.00%  tmux: server     libevent-2.1.so.6.0.2        [.] 0x0000000000020a7f
     0.00%  tmux: server     tmux                         [.] 0x000000000005a0e8
     0.00%  swapper          [kernel.kallsyms]            [k] tcp_wfree
