# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.00%  swapper          [kernel.kallsyms]                       [k] update_rt_rq_load_avg
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x000000000006af44
     0.00%  xfwm4            libGLX.so.0.0.0                         [.] glXSwapBuffers
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000df7a4
     0.00%  xfwm4            libxcb.so.1.1.0                         [.] 0x000000000000f26b
     0.00%  iperf3           [kernel.kallsyms]                       [k] irq_may_run
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e740c
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ee331
     0.00%  Xorg             libc-2.29.so                            [.] __GI___qsort_r
     0.00%  xfwm4            libX11.so.6.3.0                         [.] 0x0000000000048123
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000eb8a6
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000bd863
     0.00%  Web Content      libxul.so                               [.] 0x0000000003f3ce40
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000036687e
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000035864
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000034c5f
     0.00%  xfwm4            libXfixes.so.3.1.0                      [.] XFixesFindDisplay
     0.00%  xfwm4            [kernel.kallsyms]                       [k] import_iovec
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000f793e
     0.00%  swapper          [kernel.kallsyms]                       [k] task_tick_idle
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059f620
     0.00%  swapper          [kernel.kallsyms]                       [k] tick_irq_enter
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] update_sd_lb_stats
     0.00%  Web Content      libxul.so                               [.] 0x00000000043cf6d3
     0.00%  Chrome_~dThread  libxul.so                               [.] 0x0000000000df3e30
     0.00%  xfwm4            [kernel.kallsyms]                       [k] i915_vma_move_to_active
     0.00%  Web Content      libxul.so                               [.] 0x000000000443ddd0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001da2e7
     0.00%  Xorg             [kernel.kallsyms]                       [k] idr_remove
     0.00%  xfce4-terminal   libXrender.so.1.3.0                     [.] XRenderFillRectangle
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e5f63
     0.00%  Xorg             [kernel.kallsyms]                       [k] balance_dirty_pages_ratelimited
     0.00%  Xorg             [kernel.kallsyms]                       [k] alloc_skb_with_frags
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059db8c
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000238610
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000505cf5
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] 0x000000000004d090
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x0000000000046c81
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x00000000000269ef
     0.00%  swapper          [kernel.kallsyms]                       [k] __softirqentry_text_start
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x00000000000047e8
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x0000000000017685
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x0000000000063a28
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059f89c
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x0000000000055b23
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] finish_task_switch
     0.00%  panel-7-systeml  libgobject-2.0.so.0.6000.6              [.] g_signal_emit_valist
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059e953
     0.00%  Xorg             [kernel.kallsyms]                       [k] try_to_wake_up
     0.00%  xfwm4            i965_dri.so                             [.] 0x0000000000357fa3
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_gem_obj_prepare_shmem_write
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c224e
     0.00%  iperf3           [kernel.kallsyms]                       [k] select_idle_sibling
     0.00%  xfwm4            xfwm4                                   [.] 0x0000000000024733
     0.00%  Xorg             [kernel.kallsyms]                       [k] skb_copy_datagram_from_iter
     0.00%  iperf3           [kernel.kallsyms]                       [k] run_rebalance_domains
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000238744
     0.00%  iperf3           [kernel.kallsyms]                       [k] irq_work_tick
     0.00%  Xorg             [kernel.kallsyms]                       [k] ep_item_poll.isra.0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e87d3
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000fb3b
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x000000000007ff20
     0.00%  Web Content      libxul.so                               [.] 0x000000000458ddca
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x000000000009c443
     0.00%  Xorg             libglapi.so.0.0.0                       [.] 0x000000000000f32b
     0.00%  Xorg             Xorg                                    [.] 0x000000000012b710
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000016ae12
     0.00%  Xorg             [kernel.kallsyms]                       [k] __wake_up_common
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000002366c8
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] g_realloc
     0.00%  xfwm4            libXfixes.so.3.1.0                      [.] 0x0000000000002254
     0.00%  xfce4-terminal   libXrender.so.1.3.0                     [.] 0x00000000000023e4
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000205108
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c335f
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x000000000000ade3
     0.00%  iperf3           [vdso]                                  [.] 0x000000000000064c
     0.00%  Timer            [kernel.kallsyms]                       [k] __update_load_avg_se
     0.00%  xfwm4            [kernel.kallsyms]                       [k] i915_timeline_get_seqno
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059fe9e
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] rcu_segcblist_extract_done_cbs
     0.00%  panel-10-diskpe  [kernel.kallsyms]                       [k] sched_clock_cpu
     0.00%  Web Content      libglib-2.0.so.0.6000.6                 [.] g_main_context_check
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001da504
     0.00%  migration/2      [kernel.kallsyms]                       [k] propagate_entity_cfs_rq.isra.0
     0.00%  Xorg             [kernel.kallsyms]                       [k] notifier_call_chain
     0.00%  perf             [kernel.kallsyms]                       [k] iov_iter_fault_in_readable
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_needs_cpu
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000008e34
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                   [.] 0x00000000000a67c3
     0.00%  Web Content      libpthread-2.29.so                      [.] __pthread_enable_asynccancel
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] handle_irq_event_percpu
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_plane_duplicate_state
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000223028
     0.00%  xfwm4            [kernel.kallsyms]                       [k] eventfd_poll
     0.00%  Xorg             i965_dri.so                             [.] _glapi_set_context@plt
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] cairo_save
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000f7e65
     0.00%  Xorg             Xorg                                    [.] AllocatePixmap
     0.00%  migration/0      [kernel.kallsyms]                       [k] can_migrate_task
     0.00%  systemd-journal  libsystemd-shared-241.so                [.] 0x00000000000620d1
     0.00%  gdbus            libc-2.29.so                            [.] malloc
     0.00%  Timer            libxul.so                               [.] write@plt
     0.00%  Xorg             Xorg                                    [.] miComputeCompositeRegion
     0.00%  xfwm4            [kernel.kallsyms]                       [k] gen6_irq_disable
     0.00%  Web Content      libxul.so                               [.] 0x000000000115b4ac
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] 0x00000000000101e4
     0.00%  xfwm4            [kernel.kallsyms]                       [k] nohz_balance_exit_idle
     0.00%  Web Content      [kernel.kallsyms]                       [k] unix_stream_recvmsg
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000505e2e
     0.00%  Timer            [kernel.kallsyms]                       [k] do_futex
     0.00%  iperf3           [kernel.kallsyms]                       [k] timerqueue_del
     0.00%  panel-10-diskpe  libXrender.so.1.3.0                     [.] XRenderFindDisplay
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000dd123
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000002310cf
     0.00%  swapper          [kernel.kallsyms]                       [k] psi_task_change
     0.00%  xfwm4            [kernel.kallsyms]                       [k] __radix_tree_lookup
     0.00%  xfwm4            [kernel.kallsyms]                       [k] gen6_write32
     0.00%  P2P_DISCOVER     dropbox                                 [.] _PyEval_EvalFrameDefault
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                   [.] cairo_font_face_destroy
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000187233
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] sock_has_perm
     0.00%  xfce4-terminal   libX11.so.6.3.0                         [.] _XGetRequest
     0.00%  Timer            [kernel.kallsyms]                       [k] update_curr
     0.00%  Xorg             [kernel.kallsyms]                       [k] enqueue_task_fair
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x000000000002db5b
     0.00%  Xorg             [kernel.kallsyms]                       [k] ip6_dst_destroy
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001ccf2d
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001999c5
     0.00%  iperf3           [kernel.kallsyms]                       [k] setup_object_debug.isra.0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ca78b
     0.00%  swapper          [kernel.kallsyms]                       [k] tick_sched_do_timer
     0.00%  swapper          [kernel.kallsyms]                       [k] load_balance
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000230eba
     0.00%  iperf3           [kernel.kallsyms]                       [k] irq_enter
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001cd5c6
     0.00%  Xorg             [kernel.kallsyms]                       [k] krealloc
     0.00%  Xorg             Xorg                                    [.] GetPairedDevice
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000000acea3
     0.00%  Xorg             [kernel.kallsyms]                       [k] memcpy_erms
     0.00%  Xorg             i965_dri.so                             [.] pthread_mutex_lock@plt
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] _raw_spin_lock
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000020a3c
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000017aad2
     0.00%  Web Content      libglib-2.0.so.0.6000.6                 [.] g_main_context_acquire
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000199b00
     0.00%  iperf3           [kernel.kallsyms]                       [k] profile_tick
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001bc33f
     0.00%  swapper          [kernel.kallsyms]                       [k] smp_reschedule_interrupt
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000b373
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000035e053
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x0000000000040364
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] g_signal_emit_valist
     0.00%  Xorg             Xorg                                    [.] 0x00000000000f1b38
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                   [.] cairo_region_destroy
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001ce186
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000018c6b7
     0.00%  xfce4-terminal   libc-2.29.so                            [.] __poll
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x000000000007ffbf
     0.00%  xfwm4            libXdamage.so.1.1.0                     [.] XDamageFindDisplay
     0.00%  Xorg             Xorg                                    [.] 0x000000000013b134
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000017733
     0.00%  perf             [kernel.kallsyms]                       [k] kmem_cache_free
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] 0x000000000001c103
     0.00%  iperf3           [kernel.kallsyms]                       [k] pick_next_entity
     0.00%  Xorg             modesetting_drv.so                      [.] 0x000000000000c7c0
     0.00%  Xorg             libdrm.so.2.4.0                         [.] drmIoctl
     0.00%  abrt-dump-journ  libsystemd.so.0.25.0                    [.] 0x000000000002e34a
     0.00%  iperf3           [kernel.kallsyms]                       [k] check_cfs_rq_runtime
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] strncpy_from_user
     0.00%  xfwm4            libdbus-1.so.3.19.11                    [.] 0x000000000002fb2f
     0.00%  xfce4-terminal   libc-2.29.so                            [.] cfree@GLIBC_2.2.5
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] hrtimer_run_queues
     0.00%  Xorg             [kernel.kallsyms]                       [k] drm_atomic_helper_swap_state
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000216590
     0.00%  xfwm4            [kernel.kallsyms]                       [k] intel_runtime_pm_get
     0.00%  swapper          [kernel.kallsyms]                       [k] tick_nohz_restart_sched_tick
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x000000000005787f
     0.00%  Xorg             [kernel.kallsyms]                       [k] run_timer_softirq
     0.00%  Web Content      libxul.so                               [.] 0x00000000024c6bd5
     0.00%  xfwm4            i965_dri.so                             [.] 0x0000000000204f87
     0.00%  Xorg             [kernel.kallsyms]                       [k] migrate_task_rq_fair
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                   [.] 0x000000000009d636
     0.00%  Xorg             [kernel.kallsyms]                       [k] account_entity_enqueue
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_slice_free_chain_with_offset
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_gem_obj_prepare_shmem_read
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059c33d
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e1b75
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e1ce4
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x00000000000562b4
     0.00%  swapper          [kernel.kallsyms]                       [k] dst_alloc
     0.00%  iperf3           [kernel.kallsyms]                       [k] lapic_next_deadline
     0.00%  swapper          [kernel.kallsyms]                       [k] native_irq_return_iret
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] g_list_foreach
     0.00%  Xorg             [kernel.kallsyms]                       [k] fw_domains_get
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000224583
     0.00%  Xorg             modesetting_drv.so                      [.] 0x0000000000007e34
     0.00%  Xorg             [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  Xorg             modesetting_drv.so                      [.] 0x00000000000146b5
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x00000000000277a3
     0.00%  firefox          libxul.so                               [.] 0x00000000010dc858
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_fbc_choose_crtc
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x0000000000091aa3
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                    [.] 0x000000000004cbb3
     0.00%  Timer            [kernel.kallsyms]                       [k] __cgroup_account_cputime
     0.00%  Xorg             Xorg                                    [.] 0x000000000003ec24
     0.00%  xfwm4            [kernel.kallsyms]                       [k] mutex_lock
     0.00%  xfwm4            libatspi.so.0.0.1                       [.] 0x00000000000105c3
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_framebuffer_init
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] 0x000000000003d8c0
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x0000000000026eae
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e592e
     0.00%  Xorg             Xorg                                    [.] 0x000000000013cb37
     0.00%  Xorg             [kernel.kallsyms]                       [k] drm_internal_framebuffer_create
     0.00%  perf             [kernel.kallsyms]                       [k] start_this_handle
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000225ce7
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000200776
     0.00%  xfwm4            [kernel.kallsyms]                       [k] load_balance
     0.00%  xfwm4            [kernel.kallsyms]                       [k] file_has_perm
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000519455
     0.00%  xfwm4            [kernel.kallsyms]                       [k] sock_has_perm
     0.00%  Xorg             libdrm.so.2.4.0                         [.] 0x00000000000049c3
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000a540
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000006663
     0.00%  xfwm4            libGLX.so.0.0.0                         [.] 0x0000000000009d98
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_list_last
     0.00%  xfwm4            libX11.so.6.3.0                         [.] 0x0000000000020833
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000006794
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000005d75c0
     0.00%  Xorg             [kernel.kallsyms]                       [k] idr_get_free
     0.00%  gdbus            libgio-2.0.so.0.6000.6                  [.] 0x000000000009a939
     0.00%  Xorg             [kernel.kallsyms]                       [k] idle_cpu
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x0000000000096b33
     0.00%  perf             [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  Xorg             [kernel.kallsyms]                       [k] rcu_core
     0.00%  xfwm4            [kernel.kallsyms]                       [k] security_socket_getpeersec_dgram
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6                    [.] 0x000000000004f5d9
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                [.] 0x000000000002234a
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                    [.] 0x00000000001b0229
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                   [.] 0x00000000000a17a4
     0.00%  swapper          [kernel.kallsyms]                       [k] ip6_dst_alloc
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                   [.] 0x000000000002e89d
     0.00%  iperf3           [kernel.kallsyms]                       [k] finish_task_switch
     0.00%  Web Content      libxul.so                               [.] 0x00000000042a5003
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x000000000000503a
     0.00%  Xorg             [kernel.kallsyms]                       [k] i9xx_submit_request
     0.00%  Web Content      [JIT] tid 2598                          [.] 0x000005d400111e86
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000001ffbc3
     0.00%  iperf3           [kernel.kallsyms]                       [k] native_smp_send_reschedule
     0.00%  Gecko_IOThread   [kernel.kallsyms]                       [k] update_min_vruntime
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000005decba
     0.00%  Xorg             [kernel.kallsyms]                       [k] account_entity_dequeue
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000188520
     0.00%  xfwm4            [kernel.kallsyms]                       [k] irqtime_account_irq
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000225c21
     0.00%  Xorg             i965_dri.so                             [.] ioctl@plt
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32             [.] 0x0000000000067a99
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] 0x0000000000067c1b
     0.00%  Xorg             Xorg                                    [.] 0x00000000000f718f
     0.00%  xfce4-terminal   libX11.so.6.3.0                         [.] 0x0000000000046800
     0.00%  swapper          [kernel.kallsyms]                       [k] switch_mm
     0.00%  Xorg             libglamoregl.so                         [.] glamor_create_pixmap
     0.00%  Xorg             libglamoregl.so                         [.] 0x0000000000007c74
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000016f913
     0.00%  panel-12-netloa  libgdk-3.so.0.2404.6                    [.] gdk_display_get_default
     0.00%  Xorg             libglamoregl.so                         [.] 0x0000000000008913
     0.00%  Xorg             [kernel.kallsyms]                       [k] __i915_sw_fence_complete
     0.00%  Xorg             [kernel.kallsyms]                       [k] dequeue_task_fair
     0.00%  swapper          [kernel.kallsyms]                       [k] arch_cpu_idle_exit
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]                       [k] intel_plane_destroy_state
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_crtc_atomic_check
     0.00%  iperf3           [kernel.kallsyms]                       [k] schedule_hrtimeout_range
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000023eafd
     0.00%  perf             [kernel.kallsyms]                       [k] __pagevec_lru_add_fn
     0.00%  Xorg             [kernel.kallsyms]                       [k] set_task_rq_fair
     0.00%  panel-10-diskpe  [kernel.kallsyms]                       [k] read_tsc
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x00000000000163a4
     0.00%  Web Content      libxul.so                               [.] 0x00000000009132af
     0.00%  perf             [kernel.kallsyms]                       [k] ext4_dirty_inode
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] gtk_container_forall
     0.00%  Xorg             modesetting_drv.so                      [.] 0x0000000000015059
     0.00%  xfwm4            [kernel.kallsyms]                       [k] update_group_capacity
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000059ebb0
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x000000000012e078
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] 0x00007fffc01a1068
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] gdk_threads_enter
     0.00%  Xorg             nouveau_dri.so                          [.] 0x000000000051977f
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x000000000004904b
     0.00%  panel-10-diskpe  libc-2.29.so                            [.] malloc
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000519326
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] 0x0000000000067c18
     0.00%  Xorg             [kernel.kallsyms]                       [k] update_cfs_group
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] finish_task_switch
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059a0cf
     0.00%  Gecko_IOThread   libxul.so                               [.] 0x0000000000e15b73
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x00000000000405ff
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000005debff
     0.00%  xfwm4            libdbus-1.so.3.19.11                    [.] 0x000000000002fd2e
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e58ed
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c9bc3
     0.00%  Xorg             [kernel.kallsyms]                       [k] memcg_kmem_put_cache
     0.00%  Xorg             [kernel.kallsyms]                       [k] native_sched_clock
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000010844
     0.00%  iperf3           [kernel.kallsyms]                       [k] __radix_tree_lookup
     0.00%  iperf3           [kernel.kallsyms]                       [k] timespec64_add_safe
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_array_remove_range
     0.00%  Xorg             Xorg                                    [.] 0x000000000012931c
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000cc290
     0.00%  Web Content      libxul.so                               [.] 0x00000000041cf426
     0.00%  Xorg             [kernel.kallsyms]                       [k] security_file_ioctl
     0.00%  xfwm4            [kernel.kallsyms]                       [k] i915_gem_busy_ioctl
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] gtk_widget_get_request_mode
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] kfree
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                    [.] 0x00000000000372a4
     0.00%  Xorg             libpthread-2.29.so                      [.] __pthread_equal
     0.00%  xfwm4            [kernel.kallsyms]                       [k] reservation_object_get_fences_rcu
     0.00%  Xorg             [kernel.kallsyms]                       [k] nmi
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000099904
     0.00%  Xorg             [kernel.kallsyms]                       [k] reservation_object_add_excl_fence
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000008d23
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] __wake_up_common
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000ca3bb
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000f7a02
     0.00%  xfwm4            libc-2.29.so                            [.] __GI___writev
     0.00%  perf             [kernel.kallsyms]                       [k] jbd2__journal_start
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                 [.] 0x000000000004de90
     0.00%  Xorg             libpthread-2.29.so                      [.] __pthread_rwlock_unlock
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x0000000000058da0
     0.00%  xfwm4            libX11.so.6.3.0                         [.] 0x0000000000046920
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x00000000000263a7
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000200922
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x00000000003b244e
     0.00%  Xorg             Xorg                                    [.] FreeResource
     0.00%  perf             [kernel.kallsyms]                       [k] release_pages
     0.00%  panel-10-diskpe  [kernel.kallsyms]                       [k] memcg_kmem_get_cache
     0.00%  panel-7-systeml  libcairo.so.2.11600.0                   [.] 0x0000000000018110
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                   [.] 0x000000000009d931
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000c1222
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]                       [k] process_one_work
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_user_framebuffer_create
     0.00%  xfwm4            libXfixes.so.3.1.0                      [.] XFixesFetchRegionAndBounds
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059b6b9
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059e4cc
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x0000000000049040
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] del_timer_sync
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059f657
     0.00%  xfce4-terminal   libc-2.29.so                            [.] __strcmp_sse2_unaligned
     0.00%  swapper          [kernel.kallsyms]                       [k] __accumulate_pelt_segments
     0.00%  Xorg             libGL.so.1.7.0                          [.] glGenTextures
     0.00%  panel-12-netloa  libc-2.29.so                            [.] __memmove_sse2_unaligned_erms
     0.00%  sleep            libc-2.29.so                            [.] sysmalloc
     0.00%  swapper          [kernel.kallsyms]                       [k] tcp_write_timer
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] unix_poll
     0.00%  perf             [kernel.kallsyms]                       [k] __alloc_pages_nodemask
     0.00%  xfwm4            libGLX.so.0.0.0                         [.] 0x000000000000ab85
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000021e93f
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_active_ref
     0.00%  perf             [kernel.kallsyms]                       [k] get_page_from_freelist
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x000000000000b893
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] g_slice_alloc
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x00000000001306bd
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] 0x000000000004d0c3
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e72ea
     0.00%  Xorg             [kernel.kallsyms]                       [k] __list_del_entry_valid
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_array_append_vals
