# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.00%  Chrome_~dThread  [kernel.kallsyms]                        [k] __wake_up_common
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] put_prev_entity
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                 [.] pango_find_paragraph_boundary
     0.00%  Web Content      libxul.so                                [.] 0x0000000004087bf2
     0.00%  Web Content      libxul.so                                [.] 0x000000000115a713
     0.00%  Web Content      libxul.so                                [.] 0x00000000008f3a33
     0.00%  iperf3           [kernel.kallsyms]                        [k] __queue_work
     0.00%  swapper          [kernel.kallsyms]                        [k] memcg_kmem_put_cache
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002adcc
     0.00%  swapper          [kernel.kallsyms]                        [k] __local_bh_enable_ip
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_nohz_get_next_hrtimer
     0.00%  Xorg             [kernel.kallsyms]                        [k] update_cfs_group
     0.00%  Web Content      [kernel.kallsyms]                        [k] run_timer_softirq
     0.00%  tmux: server     [kernel.kallsyms]                        [k] _raw_spin_lock_irqsave
     0.00%  xfce4-terminal   libpixman-1.so.0.38.0                    [.] 0x000000000000b893
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000020392
     0.00%  Xorg             Xorg                                     [.] 0x000000000012b720
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000000ade4
     0.00%  panel-12-netloa  [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  xfwm4            i965_dri.so                              [.] 0x0000000000357aff
     0.00%  Xorg             Xorg                                     [.] 0x0000000000127910
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002313b8
     0.00%  gdbus            [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x000000000002a921
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x000000000002ab37
     0.00%  xfwm4            i965_dri.so                              [.] 0x0000000000174195
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x000000000017f253
     0.00%  xfwm4            libGLX.so.0.0.0                          [.] 0x0000000000003673
     0.00%  firefox          libxul.so                                [.] 0x000000000198fa13
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000d558
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc9d0
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                     [.] 0x00000000000372d7
     0.00%  iperf3           [kernel.kallsyms]                        [k] _raw_write_lock_bh
     0.00%  Xorg             libdrm.so.2.4.0                          [.] drmFree
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000dc53a
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002327b3
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000fcbe3
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                 [.] 0x000000000000ede8
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] 0x000000000004d0c3
     0.00%  rs:main Q:Reg    [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  InotifyEventThr  [kernel.kallsyms]                        [k] syscall_return_via_sysret
     0.00%  Xorg             libEGL.so.1.1.0                          [.] 0x000000000000674c
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059e423
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                     [.] 0x000000000003aab5
     0.00%  Gecko_IOThread   libxul.so                                [.] 0x000000000095f3c3
     0.00%  NetworkManager   libpthread-2.29.so                       [.] __pthread_disable_asynccancel
     0.00%  in:imjournal     rsyslogd                                 [.] MsgSetInputName
     0.00%  perf             [kernel.kallsyms]                        [k] __check_object_size
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000026b49
     0.00%  firefox          libglib-2.0.so.0.6000.6                  [.] 0x000000000004d080
     0.00%  xfwm4            libc-2.29.so                             [.] __poll
     0.00%  Xorg             [kernel.kallsyms]                        [k] __srcu_read_unlock
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                 [.] pango_context_get_serial
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000000bcd0
     0.00%  panel-7-systeml  libgdk-3.so.0.2404.6                     [.] 0x000000000002d524
     0.00%  xfwm4            [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  xdp_load_and_st  [kernel.kallsyms]                        [k] should_failslab
     0.00%  panel-7-systeml  libcairo.so.2.11600.0                    [.] 0x0000000000045ff5
     0.00%  tmux: server     libc-2.29.so                             [.] _int_free
     0.00%  in:imjournal     libc-2.29.so                             [.] cfree@GLIBC_2.2.5
     0.00%  tmux: server     libevent-2.1.so.6.0.2                    [.] evbuffer_write_atmost
     0.00%  Web Content      libX11.so.6.3.0                          [.] XPending
     0.00%  xfwm4            libX11.so.6.3.0                          [.] XSetErrorHandler
     0.00%  firefox          libxul.so                                [.] 0x00000000009132a3
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] g_atomic_ref_count_compare
     0.00%  rs:main Q:Reg    rsyslogd                                 [.] actionCommitAllDirect
     0.00%  Xorg             [kernel.kallsyms]                        [k] intel_plane_atomic_calc_changes
     0.00%  panel-10-diskpe  libc-2.29.so                             [.] _int_malloc
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_sched_clock_irq
     0.00%  kworker/u16:3-e  [kernel.kallsyms]                        [k] set_next_buddy
     0.00%  gmain            [kernel.kallsyms]                        [k] cpuacct_charge
     0.00%  xfwm4            libpthread-2.29.so                       [.] __pthread_rwlock_rdlock
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000d1bc3
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000e3bff
     0.00%  panel-9-cpugrap  libgtk-x11-2.0.so.0.2400.32              [.] 0x00000000002883b1
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] 0x0000000000024dba
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000001dfd50
     0.00%  swapper          [kernel.kallsyms]                        [k] run_posix_cpu_timers
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_mode_match
     0.00%  Web Content      [JIT] tid 8441                           [.] 0x00002e9a4d792f10
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] shmem_undo_range
     0.00%  Web Content      [kernel.kallsyms]                        [k] entry_SYSCALL_64
     0.00%  in:imjournal     [kernel.kallsyms]                        [k] __free_one_page
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000f753e
     0.00%  iperf3           [vdso]                                   [.] 0x0000000000000653
     0.00%  Web Content      libnspr4.so                              [.] pthread_getspecific@plt
     0.00%  firefox          [kernel.kallsyms]                        [k] sock_has_perm
     0.00%  xscreensaver     [kernel.kallsyms]                        [k] entry_SYSCALL_64
     0.00%  Web Content      [kernel.kallsyms]                        [k] native_set_pte_at
     0.00%  xfwm4            [kernel.kallsyms]                        [k] hrtick_update
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000007952b
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000022fad8
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000e5e53
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000dc560
     0.00%  tmux: server     [kernel.kallsyms]                        [k] ldsem_up_read
     0.00%  in:imjournal     [kernel.kallsyms]                        [k] jbd2_write_access_granted.part.0
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059a27c
     0.00%  gdbus            libglib-2.0.so.0.6000.6                  [.] g_slice_alloc
     0.00%  migration/0      [kernel.kallsyms]                        [k] put_prev_task_stop
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000f0096
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059f5dd
     0.00%  xfce4-terminal   libXrender.so.1.3.0                      [.] 0x00000000000023e4
     0.00%  swapper          [kernel.kallsyms]                        [k] tcp_add_backlog
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_check_oneshot_broadcast_this_cpu
     0.00%  xfwm4            libpthread-2.29.so                       [.] __libc_recvmsg
     0.00%  LIST_LEGACY      dropbox                                  [.] tupledealloc
     0.00%  Web Content      libxul.so                                [.] 0x0000000003019d40
     0.00%  xfwm4            [kernel.kallsyms]                        [k] security_socket_recvmsg
     0.00%  swapper          [kernel.kallsyms]                        [k] inet6_ehashfn
     0.00%  xfwm4            [kernel.kallsyms]                        [k] ksize
     0.00%  sleep            ld-2.29.so                               [.] _dl_sysdep_start
     0.00%  systemd-journal  [kernel.kallsyms]                        [k] add_transaction_credits
     0.00%  panel-7-systeml  libgdk-3.so.0.2404.6                     [.] 0x000000000004c6d0
     0.00%  abrt-dump-journ  libc-2.29.so                             [.] __memcmp_sse4_1
     0.00%  swapper          [kernel.kallsyms]                        [k] get_nohz_timer_target
     0.00%  VIEW_AGGREGATOR  dropbox                                  [.] deque_extend
     0.00%  xfwm4            [kernel.kallsyms]                        [k] run_posix_cpu_timers
     0.00%  in:imjournal     libfastjson.so.4.2.0                     [.] 0x00000000000032e4
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] wlc_doiovar
     0.00%  swapper          [kernel.kallsyms]                        [k] account_idle_ticks
     0.00%  iperf3           [vdso]                                   [.] 0x00000000000005d0
     0.00%  panel-9-cpugrap  libX11.so.6.3.0                          [.] 0x000000000001f834
     0.00%  Xorg             [kernel.kallsyms]                        [k] memset
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                    [.] 0x00000000000826d0
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000026bd2
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] unix_stream_sendmsg
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000c1520
     0.00%  tmux: server     [kernel.kallsyms]                        [k] tty_buffer_space_avail
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                    [.] 0x0000000000043103
     0.00%  tmux: server     tmux                                     [.] 0x000000000003034c
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x0000000000044847
     0.00%  xfwm4            libglapi.so.0.0.0                        [.] 0x000000000000cc20
     0.00%  swapper          [kernel.kallsyms]                        [k] _raw_spin_lock_irq
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] do_dentry_open
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001fb4c7
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000000a73d9
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_is_fundamentally_a
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x000000000000c960
     0.00%  Xorg             Xorg                                     [.] WakeupHandler
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ee3d8
     0.00%  swapper          [kernel.kallsyms]                        [k] tcp_v6_early_demux
     0.00%  swapper          [kernel.kallsyms]                        [k] sched_clock_idle_wakeup_event
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001fb51e
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] xcb_writev
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000174183
     0.00%  Xorg             [kernel.kallsyms]                        [k] perf_pmu_disable.part.0
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000e530
     0.00%  Web Content      libxul.so                                [.] 0x0000000001155cab
     0.00%  Xorg             nouveau_dri.so                           [.] 0x000000000051939e
     0.00%  Web Content      libxul.so                                [.] 0x000000000095725d
     0.00%  Web Content      libxul.so                                [.] 0x000000000096da2b
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000021e93f
     0.00%  xfwm4            i965_dri.so                              [.] 0x000000000016f834
     0.00%  WebExtensions    libxul.so                                [.] 0x00000000041af5a3
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000331212
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __wake_up_common_lock
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] g_value_init_from_instance
     0.00%  swapper          [kernel.kallsyms]                        [k] smp_apic_timer_interrupt
     0.00%  Web Content      [kernel.kallsyms]                        [k] avc_has_perm
     0.00%  xfce4-terminal   libatspi.so.0.0.1                        [.] 0x00000000000105c3
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000ed0f
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] __sched_text_start
     0.00%  swapper          [kernel.kallsyms]                        [k] first_online_pgdat
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x0000000000016c43
     0.00%  Web Content      libxul.so                                [.] 0x00000000043df2c0
     0.00%  kworker/u16:3-e  [kernel.kallsyms]                        [k] __list_del_entry_valid
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000c22cc
     0.00%  Xorg             Xorg                                     [.] EventToXI2
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_is_fundamentally_a
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000f1d3b
     0.00%  swapper          [kernel.kallsyms]                        [k] __hrtimer_get_next_event
     0.00%  Web Content      [kernel.kallsyms]                        [k] __switch_to
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059a55d
     0.00%  xfwm4            libpthread-2.29.so                       [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  Xorg             [kernel.kallsyms]                        [k] __fdget_pos
     0.00%  swapper          [kernel.kallsyms]                        [k] hrtimer_active
     0.00%  panel-9-cpugrap  libX11.so.6.3.0                          [.] _XGetRequest
     0.00%  Xorg             libgbm.so.1.0.0                          [.] 0x0000000000004fd0
     0.00%  panel-9-cpugrap  libc-2.29.so                             [.] __vfprintf_internal
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000362943
     0.00%  swapper          [kernel.kallsyms]                        [k] _raw_spin_unlock_irqrestore
     0.00%  Gecko_IOThread   libxul.so                                [.] 0x0000000000e22415
     0.00%  swapper          [kernel.kallsyms]                        [k] policy_node
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000c1eb3
     0.00%  Web Content      libgdk-3.so.0.2404.6                     [.] 0x0000000000030143
     0.00%  Web Content      firefox                                  [.] malloc
     0.00%  swapper          [kernel.kallsyms]                        [k] trigger_load_balance
     0.00%  dbus-broker      [kernel.kallsyms]                        [k] __x64_sys_epoll_wait
     0.00%  NetworkManager   [kernel.kallsyms]                        [k] __check_object_size
     0.00%  in:imjournal     libc-2.29.so                             [.] __tzfile_compute
     0.00%  Xorg             libfb.so                                 [.] fbValidateGC
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x000000000005a1a0
     0.00%  swapper          [kernel.kallsyms]                        [k] perf_pmu_disable.part.0
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                  [.] 0x000000000000546e
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] free_pcppages_bulk
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e3a80
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000021586c
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e607f
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                    [.] 0x0000000000080c33
     0.00%  P2P_DISCOVER     dropbox                                  [.] PyLong_AsLong
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] _raw_spin_lock_irqsave
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] gtk_widget_get_type
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] 0x0000000000050270
     0.00%  Xorg             Xorg                                     [.] 0x00000000000576c0
     0.00%  Web Content      libxul.so                                [.] 0x0000000004058e83
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca365
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001716d
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] psi_task_change
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] ep_poll_callback
     0.00%  Web Content      libxul.so                                [.] 0x000000000095f3c7
     0.00%  Xorg             [kernel.kallsyms]                        [k] _raw_spin_lock_irqsave
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e3aa0
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                     [.] 0x00000000002bfcbc
     0.00%  Xorg             [kernel.kallsyms]                        [k] interrupt_entry
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6                  [.] 0x000000000001c0f3
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                     [.] 0x0000000000093224
     0.00%  xfwm4            i965_dri.so                              [.] 0x000000000025efb0
     0.00%  swapper          [kernel.kallsyms]                        [k] timerqueue_del
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] put_prev_task_fair
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000023c2a6
     0.00%  swapper          [kernel.kallsyms]                        [k] ip6_rcv_core.isra.0
     0.00%  xfwm4            [kernel.kallsyms]                        [k] available_idle_cpu
     0.00%  Xorg             [kernel.kallsyms]                        [k] attach_entity_load_avg
     0.00%  kworker/u16:0-e  [kernel.kallsyms]                        [k] mem_cgroup_update_lru_size
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] force_qs_rnp
     0.00%  swapper          [kernel.kallsyms]                        [k] run_rebalance_domains
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] __update_load_avg_cfs_rq
     0.00%  kworker/2:1H-ev  [kernel.kallsyms]                        [k] intel_atomic_state_free
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc179
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32              [.] 0x000000000005efd6
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018e47c
     0.00%  swapper          [kernel.kallsyms]                        [k] is_skb_forwardable
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000008134
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] enqueue_hrtimer
     0.00%  panel-10-diskpe  libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_is_fundamentally_a
     0.00%  Xorg             [kernel.kallsyms]                        [k] hrtimer_interrupt
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000016f48c
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                     [.] 0x0000000000189393
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] mutex_lock
     0.00%  perf             [kernel.kallsyms]                        [k] copy_user_enhanced_fast_string
     0.00%  Xorg             Xorg                                     [.] 0x00000000000f7150
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] unix_stream_sendmsg
     0.00%  xfwm4            i965_dri.so                              [.] 0x000000000025eabf
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001da5f1
     0.00%  tmux: server     libevent-2.1.so.6.0.2                    [.] 0x0000000000010264
     0.00%  Web Content      [kernel.kallsyms]                        [k] __cgroup_account_cputime
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_irq_enter
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] tty_chars_in_buffer
     0.00%  Xorg             [kernel.kallsyms]                        [k] do_signal
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] idle_cpu
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32              [.] 0x0000000000035950
     0.00%  Web Content      firefox                                  [.] free
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ee400
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6                  [.] g_private_get
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32              [.] gdk_region_destroy
     0.00%  iperf3           [kernel.kallsyms]                        [k] cpu_load_update
     0.00%  tmux: server     [kernel.kallsyms]                        [k] poll_freewait
     0.00%  Xorg             libEGL.so.1.1.0                          [.] 0x0000000000008d23
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] pixman_rasterize_edges
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000000adab
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002297f9
     0.00%  panel-9-cpugrap  libgobject-2.0.so.0.6000.6               [.] 0x0000000000026e9e
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] gtk_widget_queue_allocate
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005dea49
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32              [.] gdk_gc_set_values
     0.00%  panel-9-cpugrap  libmurrine.so                            [.] 0x0000000000006734
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __check_heap_object
     0.00%  Xorg             [kernel.kallsyms]                        [k] available_idle_cpu
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001ef823
     0.00%  swapper          [kernel.kallsyms]                        [k] update_ts_time_stats
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e7e49
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x000000000004a160
     0.00%  Xorg             [kernel.kallsyms]                        [k] selinux_file_ioctl
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] __fget_light
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] find_get_entries
     0.00%  systemd-journal  [kernel.kallsyms]                        [k] getname
     0.00%  Web Content      libxul.so                                [.] 0x0000000003fc28d3
     0.00%  Xorg             Xorg                                     [.] 0x0000000000140505
     0.00%  Xorg             [kernel.kallsyms]                        [k] __x64_sys_epoll_wait
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000003b74eb
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059bd7e
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001daead
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018c695
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e7e3e
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ef231
     0.00%  JS Watchdog      [kernel.kallsyms]                        [k] syscall_return_via_sysret
     0.00%  Xorg             libc-2.29.so                             [.] __GI___strlen_sse2
     0.00%  Xorg             libgcc_s-9-20190503.so.1                 [.] __popcountdi2
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000da50b
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] queued_spin_lock_slowpath
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002027dc
     0.00%  Web Content      libxul.so                                [.] 0x00000000043d4ea3
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                    [.] 0x000000000002f918
     0.00%  panel-12-netloa  libc-2.29.so                             [.] str_to_mpn.isra.0
     0.00%  Xorg             libglamoregl.so                          [.] 0x00000000000161a3
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x00000000000440eb
     0.00%  dbus-broker      [kernel.kallsyms]                        [k] sock_poll
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] pixman_edge_step
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cab10
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __update_load_avg_se
     0.00%  xdp_load_and_st  libc-2.29.so                             [.] __vfprintf_internal
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x0000000000015fcd
     0.00%  Xorg             [kernel.kallsyms]                        [k] __list_add_valid
     0.00%  Xorg             [kernel.kallsyms]                        [k] fib_table_lookup
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e3b21
     0.00%  Xorg             Xorg                                     [.] 0x000000000013149e
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                    [.] 0x00000000000137c4
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001ce170
     0.00%  Web Content      libxul.so                                [.] 0x0000000001159f9c
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca1f6
     0.00%  Web Content      libxul.so                                [.] 0x0000000004099f1f
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] pick_next_task_fair
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005d7711
     0.00%  swapper          [kernel.kallsyms]                        [k] blk_stat_timer_fn
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] __flush_work
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001547c
     0.00%  Xorg             libGL.so.1.7.0                           [.] glTexParameteri
     0.00%  swapper          [kernel.kallsyms]                        [k] cpu_load_update_nohz_stop
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000bd757
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] g_closure_invoke
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] g_poll
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] 0x000000000001f51c
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000187233
     0.00%  VIEW_AGGREGATOR  dropbox                                  [.] _PyEval_EvalFrameDefault
     0.00%  tmux: server     [kernel.kallsyms]                        [k] tty_poll
     0.00%  xfce4-terminal   libc-2.29.so                             [.] realloc
     0.00%  Xorg             [kernel.kallsyms]                        [k] _raw_spin_lock
     0.00%  Xorg             Xorg                                     [.] 0x000000000013d6c7
     0.00%  Xorg             [kernel.kallsyms]                        [k] add_interrupt_randomness
     0.00%  Web Content      libxul.so                                [.] g_main_context_iteration@plt
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001ffe25
     0.00%  xscreensaver     [kernel.kallsyms]                        [k] import_iovec
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000020935
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001bc902
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e3b03
     0.00%  P2P_DISCOVER     dropbox                                  [.] _PyUnicode_FromId
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x000000000006f103
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                    [.] 0x00000000000a3763
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000008930
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000f0ff8
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e7e3b
     0.00%  WebExtensions    libglib-2.0.so.0.6000.6                  [.] g_io_channel_get_buffer_condition
     0.00%  Xorg             [kernel.kallsyms]                        [k] wlc_roamscan_start
     0.00%  panel-7-systeml  [kernel.kallsyms]                        [k] security_socket_sendmsg
     0.00%  swapper          [kernel.kallsyms]                        [k] select_task_rq_fair
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] load_balance
     0.00%  Timer            [kernel.kallsyms]                        [k] update_curr
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] 0x0000000000013c14
     0.00%  Xorg             [kernel.kallsyms]                        [k] pci_read_config_word
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_irq_enter
     0.00%  Xorg             Xorg                                     [.] 0x000000000016fb08
     0.00%  tmux: server     tmux                                     [.] 0x00000000000478e3
     0.00%  panel-9-cpugrap  libpthread-2.29.so                       [.] __pthread_getspecific
     0.00%  in:imjournal     libsystemd.so.0.25.0                     [.] 0x0000000000035e8d
     0.00%  swapper          [kernel.kallsyms]                        [k] update_irq_load_avg
     0.00%  xfwm4            libepoxy.so.0.0.0                        [.] 0x00000000000c3083
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] __check_object_size
     0.00%  panel-7-systeml  [kernel.kallsyms]                        [k] ep_poll_callback
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] 0x0000000000057e6f
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                        [k] get_cpu_iowait_time_us
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000238610
     0.00%  xfce4-terminal   libpthread-2.29.so                       [.] __pthread_mutex_lock
